time,acc,light,moderate-vigorous,sedentary,sleep,CpSB,CpLPA,CpMPA,CpVPA,CpMVPA,MET
2025-01-01 02:18:30.000+0000 [UTC],52.383,1,0,0,0,0,1,0,0,0,2.117109
2025-01-01 02:19:00.000+0000 [UTC],40.213,1,0,0,0,0,1,0,0,0,2.113508
2025-01-01 02:19:30.000+0000 [UTC],43.088,1,0,0,0,0,1,0,0,0,2.587815
2025-01-01 02:20:00.000+0000 [UTC],8.231,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 02:20:30.000+0000 [UTC],19.362,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:21:00.000+0000 [UTC],18.251,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:21:30.000+0000 [UTC],14.504,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:22:00.000+0000 [UTC],24.233,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:22:30.000+0000 [UTC],9.65,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:23:00.000+0000 [UTC],7.372,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:23:30.000+0000 [UTC],11.54,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:24:00.000+0000 [UTC],14.772,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:24:30.000+0000 [UTC],16.217,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:25:00.000+0000 [UTC],13.794,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:25:30.000+0000 [UTC],16.76,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:26:00.000+0000 [UTC],89.708,0,1,0,0,0,0,1,0,1,4.571254
2025-01-01 02:26:30.000+0000 [UTC],8.742,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:27:00.000+0000 [UTC],22.219,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:27:30.000+0000 [UTC],14.589,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:28:00.000+0000 [UTC],57.022,1,0,0,0,0,1,0,0,0,2.543656
2025-01-01 02:28:30.000+0000 [UTC],20.586,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:29:00.000+0000 [UTC],42.408,1,0,0,0,0,1,0,0,0,2.315763
2025-01-01 02:29:30.000+0000 [UTC],16.714,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:30:00.000+0000 [UTC],17.284,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:30:30.000+0000 [UTC],17.849,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:31:00.000+0000 [UTC],17.239,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:31:30.000+0000 [UTC],66.017,1,0,0,0,0,1,0,0,0,2.542295
2025-01-01 02:32:00.000+0000 [UTC],45.655,1,0,0,0,0,1,0,0,0,2.976588
2025-01-01 02:32:30.000+0000 [UTC],4.355,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 02:33:00.000+0000 [UTC],18.214,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:33:30.000+0000 [UTC],21.646,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:34:00.000+0000 [UTC],22.392,1,0,0,0,0,1,0,0,0,2.708621
2025-01-01 02:34:30.000+0000 [UTC],15.983,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:35:00.000+0000 [UTC],18.545,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:35:30.000+0000 [UTC],14.551,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:36:00.000+0000 [UTC],22.201,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:36:30.000+0000 [UTC],7.434,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 02:37:00.000+0000 [UTC],138.575,0,1,0,0,0,0,1,0,1,3.206492
2025-01-01 02:37:30.000+0000 [UTC],47.533,1,0,0,0,0,1,0,0,0,2.157697
2025-01-01 02:38:00.000+0000 [UTC],11.618,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:38:30.000+0000 [UTC],24.005,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:39:00.000+0000 [UTC],14.799,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:39:30.000+0000 [UTC],7.846,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:40:00.000+0000 [UTC],15.641,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:40:30.000+0000 [UTC],43.812,1,0,0,0,0,1,0,0,0,2.466547
2025-01-01 02:41:00.000+0000 [UTC],52.898,1,0,0,0,0,1,0,0,0,2.25851
2025-01-01 02:41:30.000+0000 [UTC],11.595,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:42:00.000+0000 [UTC],8.043,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 02:42:30.000+0000 [UTC],46.732,1,0,0,0,0,1,0,0,0,2.38369
2025-01-01 02:43:00.000+0000 [UTC],19.203,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:43:30.000+0000 [UTC],38.615,1,0,0,0,0,1,0,0,0,2.375915
2025-01-01 02:44:00.000+0000 [UTC],11.737,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:44:30.000+0000 [UTC],12.769,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:45:00.000+0000 [UTC],5.552,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:45:30.000+0000 [UTC],27.757,1,0,0,0,0,1,0,0,0,2.356706
2025-01-01 02:46:00.000+0000 [UTC],12.738,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:46:30.000+0000 [UTC],2.881,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:47:00.000+0000 [UTC],7.08,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:47:30.000+0000 [UTC],18.802,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:48:00.000+0000 [UTC],6.997,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 02:48:30.000+0000 [UTC],37.91,1,0,0,0,0,1,0,0,0,2.123459
2025-01-01 02:49:00.000+0000 [UTC],18.929,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:49:30.000+0000 [UTC],17.127,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:50:00.000+0000 [UTC],10.165,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:50:30.000+0000 [UTC],14.761,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:51:00.000+0000 [UTC],14.982,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:51:30.000+0000 [UTC],9.208,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:52:00.000+0000 [UTC],22.517,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:52:30.000+0000 [UTC],31.495,1,0,0,0,0,1,0,0,0,2.461704
2025-01-01 02:53:00.000+0000 [UTC],34.195,1,0,0,0,0,1,0,0,0,2.331818
2025-01-01 02:53:30.000+0000 [UTC],19.387,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:54:00.000+0000 [UTC],13.895,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:54:30.000+0000 [UTC],45.886,1,0,0,0,0,1,0,0,0,1.621165
2025-01-01 02:55:00.000+0000 [UTC],15.134,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:55:30.000+0000 [UTC],4.137,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 02:56:00.000+0000 [UTC],56.699,1,0,0,0,0,1,0,0,0,3.115892
2025-01-01 02:56:30.000+0000 [UTC],16.042,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:57:00.000+0000 [UTC],4.791,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:57:30.000+0000 [UTC],43.947,1,0,0,0,0,1,0,0,0,2.826631
2025-01-01 02:58:00.000+0000 [UTC],13.764,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:58:30.000+0000 [UTC],11.59,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 02:59:00.000+0000 [UTC],5.807,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 02:59:30.000+0000 [UTC],9.992,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:00:00.000+0000 [UTC],13.594,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:00:30.000+0000 [UTC],28.041,1,0,0,0,0,1,0,0,0,2.38711
2025-01-01 03:01:00.000+0000 [UTC],23.988,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:01:30.000+0000 [UTC],18.204,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:02:00.000+0000 [UTC],4.952,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:02:30.000+0000 [UTC],12.144,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:03:00.000+0000 [UTC],3.193,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:03:30.000+0000 [UTC],5.649,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:04:00.000+0000 [UTC],17.863,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:04:30.000+0000 [UTC],21.997,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:05:00.000+0000 [UTC],19.623,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:05:30.000+0000 [UTC],15.298,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:06:00.000+0000 [UTC],11.765,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:06:30.000+0000 [UTC],44.446,1,0,0,0,0,1,0,0,0,2.505646
2025-01-01 03:07:00.000+0000 [UTC],18.491,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:07:30.000+0000 [UTC],16.967,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:08:00.000+0000 [UTC],181.725,0,1,0,0,0,0,0,0,0,3.804305
2025-01-01 03:08:30.000+0000 [UTC],19.476,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:09:00.000+0000 [UTC],120.624,0,1,0,0,0,0,1,0,1,3.581873
2025-01-01 03:09:30.000+0000 [UTC],18.176,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:10:00.000+0000 [UTC],20.248,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:10:30.000+0000 [UTC],51.966,1,0,0,0,0,1,0,0,0,2.148504
2025-01-01 03:11:00.000+0000 [UTC],33.902,1,0,0,0,0,1,0,0,0,3.008717
2025-01-01 03:11:30.000+0000 [UTC],2.642,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:12:00.000+0000 [UTC],38.66,1,0,0,0,0,1,0,0,0,3.069187
2025-01-01 03:12:30.000+0000 [UTC],98.16,0,1,0,0,0,0,1,0,1,5.739584
2025-01-01 03:13:00.000+0000 [UTC],12.324,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:13:30.000+0000 [UTC],21.587,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:14:00.000+0000 [UTC],40.147,1,0,0,0,0,1,0,0,0,2.547008
2025-01-01 03:14:30.000+0000 [UTC],114.513,0,1,0,0,0,0,0,0,0,4.10377
2025-01-01 03:15:00.000+0000 [UTC],7.375,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:15:30.000+0000 [UTC],15.988,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:16:00.000+0000 [UTC],25.376,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:16:30.000+0000 [UTC],32.151,1,0,0,0,0,1,0,0,0,2.807059
2025-01-01 03:17:00.000+0000 [UTC],11.554,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:17:30.000+0000 [UTC],4.071,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:18:00.000+0000 [UTC],5.402,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:18:30.000+0000 [UTC],23.68,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:19:00.000+0000 [UTC],46.483,1,0,0,0,0,1,0,0,0,2.552586
2025-01-01 03:19:30.000+0000 [UTC],38.791,1,0,0,0,0,1,0,0,0,2.098982
2025-01-01 03:20:00.000+0000 [UTC],15.99,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:20:30.000+0000 [UTC],5.567,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:21:00.000+0000 [UTC],11.743,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:21:30.000+0000 [UTC],161.246,0,1,0,0,0,0,1,0,1,5.568379
2025-01-01 03:22:00.000+0000 [UTC],12.581,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:22:30.000+0000 [UTC],4.482,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:23:00.000+0000 [UTC],13.398,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:23:30.000+0000 [UTC],17.121,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:24:00.000+0000 [UTC],6.173,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:24:30.000+0000 [UTC],17.614,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:25:00.000+0000 [UTC],12.131,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:25:30.000+0000 [UTC],4.05,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:26:00.000+0000 [UTC],6.743,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:26:30.000+0000 [UTC],14.878,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:27:00.000+0000 [UTC],44.195,1,0,0,0,0,1,0,0,0,2.376453
2025-01-01 03:27:30.000+0000 [UTC],25.711,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:28:00.000+0000 [UTC],23.638,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:28:30.000+0000 [UTC],17.182,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:29:00.000+0000 [UTC],31.125,1,0,0,0,0,1,0,0,0,2.539578
2025-01-01 03:29:30.000+0000 [UTC],35.625,1,0,0,0,0,1,0,0,0,2.363636
2025-01-01 03:30:00.000+0000 [UTC],47.224,1,0,0,0,0,1,0,0,0,2.434404
2025-01-01 03:30:30.000+0000 [UTC],36.272,1,0,0,0,0,1,0,0,0,2.47258
2025-01-01 03:31:00.000+0000 [UTC],15.19,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:31:30.000+0000 [UTC],15.6,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:32:00.000+0000 [UTC],18.068,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:32:30.000+0000 [UTC],9.886,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:33:00.000+0000 [UTC],13.713,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:33:30.000+0000 [UTC],2.308,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:34:00.000+0000 [UTC],6.657,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:34:30.000+0000 [UTC],16.996,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:35:00.000+0000 [UTC],18.236,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:35:30.000+0000 [UTC],57.27,1,0,0,0,0,1,0,0,0,2.475736
2025-01-01 03:36:00.000+0000 [UTC],36.004,1,0,0,0,0,1,0,0,0,2.515678
2025-01-01 03:36:30.000+0000 [UTC],12.584,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:37:00.000+0000 [UTC],22.87,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:37:30.000+0000 [UTC],42.247,1,0,0,0,0,1,0,0,0,2.181818
2025-01-01 03:38:00.000+0000 [UTC],8.871,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:38:30.000+0000 [UTC],100.621,0,1,0,0,0,0,1,0,1,5.104121
2025-01-01 03:39:00.000+0000 [UTC],49.326,1,0,0,0,0,1,0,0,0,2.284895
2025-01-01 03:39:30.000+0000 [UTC],7.678,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:40:00.000+0000 [UTC],16.122,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:40:30.000+0000 [UTC],5.253,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:41:00.000+0000 [UTC],20.235,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:41:30.000+0000 [UTC],23.42,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:42:00.000+0000 [UTC],96.024,0,1,0,0,0,0,1,0,1,6.803639
2025-01-01 03:42:30.000+0000 [UTC],8.878,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:43:00.000+0000 [UTC],2.999,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:43:30.000+0000 [UTC],25.816,1,0,0,0,0,1,0,0,0,2.114625
2025-01-01 03:44:00.000+0000 [UTC],12.706,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:44:30.000+0000 [UTC],20.393,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:45:00.000+0000 [UTC],22.392,1,0,0,0,0,1,0,0,0,2.793345
2025-01-01 03:45:30.000+0000 [UTC],14.807,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:46:00.000+0000 [UTC],14.137,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:46:30.000+0000 [UTC],3.645,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:47:00.000+0000 [UTC],19.418,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:47:30.000+0000 [UTC],18.262,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:48:00.000+0000 [UTC],7.118,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:48:30.000+0000 [UTC],22.383,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:49:00.000+0000 [UTC],21.9,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:49:30.000+0000 [UTC],11.872,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:50:00.000+0000 [UTC],16.979,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:50:30.000+0000 [UTC],24.743,1,0,0,0,0,1,0,0,0,1.868306
2025-01-01 03:51:00.000+0000 [UTC],52.626,1,0,0,0,0,1,0,0,0,2.846077
2025-01-01 03:51:30.000+0000 [UTC],17.47,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:52:00.000+0000 [UTC],6.028,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:52:30.000+0000 [UTC],16.303,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:53:00.000+0000 [UTC],12.248,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:53:30.000+0000 [UTC],5.359,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:54:00.000+0000 [UTC],11.642,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:54:30.000+0000 [UTC],5.701,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:55:00.000+0000 [UTC],14.872,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:55:30.000+0000 [UTC],5.978,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:56:00.000+0000 [UTC],20.864,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:56:30.000+0000 [UTC],6.269,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:57:00.000+0000 [UTC],17.718,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:57:30.000+0000 [UTC],7.219,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:58:00.000+0000 [UTC],13.147,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:58:30.000+0000 [UTC],18.858,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 03:59:00.000+0000 [UTC],5.82,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 03:59:30.000+0000 [UTC],0.757,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:00:00.000+0000 [UTC],34.481,1,0,0,0,0,1,0,0,0,2.915905
2025-01-01 04:00:30.000+0000 [UTC],65.582,1,0,0,0,0,1,0,0,0,2.409346
2025-01-01 04:01:00.000+0000 [UTC],20.744,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:01:30.000+0000 [UTC],34.358,1,0,0,0,0,1,0,0,0,1.719059
2025-01-01 04:02:00.000+0000 [UTC],6.301,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:02:30.000+0000 [UTC],4.517,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:03:00.000+0000 [UTC],13.188,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:03:30.000+0000 [UTC],9.402,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:04:00.000+0000 [UTC],6.345,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:04:30.000+0000 [UTC],8.8,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:05:00.000+0000 [UTC],8.527,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:05:30.000+0000 [UTC],41.846,1,0,0,0,0,1,0,0,0,2.391607
2025-01-01 04:06:00.000+0000 [UTC],20.804,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:06:30.000+0000 [UTC],12.661,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:07:00.000+0000 [UTC],16.733,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:07:30.000+0000 [UTC],14.765,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:08:00.000+0000 [UTC],17.385,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:08:30.000+0000 [UTC],15.384,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:09:00.000+0000 [UTC],4.735,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:09:30.000+0000 [UTC],3.051,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:10:00.000+0000 [UTC],55.421,1,0,0,0,0,1,0,0,0,2.480745
2025-01-01 04:10:30.000+0000 [UTC],8.585,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:11:00.000+0000 [UTC],19.981,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:11:30.000+0000 [UTC],105.518,0,1,0,0,0,0,1,1,1,3.020556
2025-01-01 04:12:00.000+0000 [UTC],60.061,1,0,0,0,0,1,0,0,0,2.196821
2025-01-01 04:12:30.000+0000 [UTC],12.531,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:13:00.000+0000 [UTC],7.214,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:13:30.000+0000 [UTC],91.4,0,1,0,0,0,0,0,0,0,5.759233
2025-01-01 04:14:00.000+0000 [UTC],4.759,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:14:30.000+0000 [UTC],60.615,1,0,0,0,0,1,0,0,0,2.345434
2025-01-01 04:15:00.000+0000 [UTC],52.084,1,0,0,0,0,1,0,0,0,2.959059
2025-01-01 04:15:30.000+0000 [UTC],7.217,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:16:00.000+0000 [UTC],0.655,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:16:30.000+0000 [UTC],6.695,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:17:00.000+0000 [UTC],12.859,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:17:30.000+0000 [UTC],22.504,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:18:00.000+0000 [UTC],19.251,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:18:30.000+0000 [UTC],123.68,0,1,0,0,0,0,1,1,1,5.646441
2025-01-01 04:19:00.000+0000 [UTC],3.929,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:19:30.000+0000 [UTC],13.257,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:20:00.000+0000 [UTC],13.254,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:20:30.000+0000 [UTC],13.392,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:21:00.000+0000 [UTC],4.819,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:21:30.000+0000 [UTC],168.74,0,1,0,0,0,0,1,0,1,3.526621
2025-01-01 04:22:00.000+0000 [UTC],129.692,0,1,0,0,0,0,0,0,0,5.507133
2025-01-01 04:22:30.000+0000 [UTC],25.384,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:23:00.000+0000 [UTC],16.91,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:23:30.000+0000 [UTC],17.15,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:24:00.000+0000 [UTC],20.151,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:24:30.000+0000 [UTC],5.664,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:25:00.000+0000 [UTC],112.429,0,1,0,0,0,0,1,0,1,4.836145
2025-01-01 04:25:30.000+0000 [UTC],5.381,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:26:00.000+0000 [UTC],6.419,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:26:30.000+0000 [UTC],16.194,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:27:00.000+0000 [UTC],50.241,1,0,0,0,0,1,0,0,0,2.699478
2025-01-01 04:27:30.000+0000 [UTC],4.129,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:28:00.000+0000 [UTC],111.246,0,1,0,0,0,0,1,1,1,4.272524
2025-01-01 04:28:30.000+0000 [UTC],13.705,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:29:00.000+0000 [UTC],14.018,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:29:30.000+0000 [UTC],14.642,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:30:00.000+0000 [UTC],6.026,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:30:30.000+0000 [UTC],45.925,1,0,0,0,0,1,0,0,0,2.222631
2025-01-01 04:31:00.000+0000 [UTC],14.814,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:31:30.000+0000 [UTC],47.784,1,0,0,0,0,1,0,0,0,2.02072
2025-01-01 04:32:00.000+0000 [UTC],34.488,1,0,0,0,0,1,0,0,0,2.401895
2025-01-01 04:32:30.000+0000 [UTC],18.638,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:33:00.000+0000 [UTC],15.26,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:33:30.000+0000 [UTC],31.818,1,0,0,0,0,1,0,0,0,2.435963
2025-01-01 04:34:00.000+0000 [UTC],18.663,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:34:30.000+0000 [UTC],39.966,1,0,0,0,0,1,0,0,0,2.64886
2025-01-01 04:35:00.000+0000 [UTC],14.596,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:35:30.000+0000 [UTC],4.481,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:36:00.000+0000 [UTC],15.393,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:36:30.000+0000 [UTC],5.009,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:37:00.000+0000 [UTC],6.478,0,0,0,1,0,0,0,0,0,0.951234
